epoch,step,train_loss,train_acc,val_loss,val_acc,train_task,train_kl,train_recon,train_contr,val_task,val_kl,val_recon,val_contr,train_ppl,train_te,val_ppl,val_te,sav_version
0,2333,9.58323555957387,0.5554042567560031,5.295909768443996,0.8354403454303171,2.6075763091783486,0.08571388113719203,4.806929582646105,2.0830157817406456,0.8060993183467348,0.08928871694636548,2.3153129649364343,2.0852087822000858,50.87765122247312,0.5968991685646222,2.3100659392989793,0.2488849553737355,1
0,4666,7.20107044884436,0.7221475831879861,4.64798240742441,0.9092593818512276,1.5594028605222447,0.06756666292232033,3.4909409333900276,2.0831599888554266,0.3477762781588708,0.03008062882601457,2.188957216375965,2.081168284355584,26.294261959135284,0.392989408316642,1.43231701546581,0.12368047381180845,2
0,6999,6.319656079420789,0.7840115787402299,4.540674043914019,0.9103818730478327,1.1481061931888468,0.054425427348237604,3.035845963575786,2.08127849485929,0.2904904991135759,0.02701519945068127,2.1481741217233368,2.0749942200668787,17.99499300847182,0.30108446284409834,1.3466625625854085,0.10879245774174444,3
0,9332,5.858002684936981,0.8163022308603521,4.425725785352416,0.9194108704798866,0.9285247271399077,0.051485236078523504,2.7989428448245293,2.079049876560942,0.24931198124915865,0.03713341888387577,2.0666759057065187,2.072604483467037,13.825486351112154,0.2497072682781529,1.291137798219862,0.07580802181209882,4
0,11665,5.560338048714198,0.839635888046518,4.2942896475226195,0.9555029117184275,0.7845148939928347,0.04874528179462541,2.649552565161578,2.0775253075057223,0.15252280916418817,0.030113124683246773,2.040883603237443,2.0707701075885256,11.30785489971242,0.21521826377977898,1.168362923486726,0.061442445386291365,5
0,13998,5.335219325789692,0.8610850233340288,4.140363932666132,0.9744030726621196,0.6743550197874223,0.04727959121707313,2.5374182571699184,2.0761664569471576,0.10291713464736812,0.03779962293456419,1.929663019917779,2.069984144578546,9.612570722556063,0.1893459589169321,1.1135162182578757,0.052699224815239004,6
0,16331,5.161124738196633,0.8774356853080811,4.123616072080903,0.9775580373432274,0.5918047112259288,0.04586989787232657,2.4486274188304002,2.074822709306515,0.08690262567725475,0.03920435243270407,1.9335946935718342,2.0639143985206796,8.397211244640747,0.16949661794553772,1.0944370438524818,0.04405064044073767,7
0,18664,5.026572707125521,0.8898431044351156,4.006547745001519,0.9758221762832661,0.5289931870362531,0.045291691604069366,2.3804895960998493,2.071798231128557,0.0937471079592735,0.051463680610186975,1.8533489764746973,2.0079879669819847,7.484580760664702,0.1542602275141919,1.101271088526122,0.049654664935251044,8
0,20997,4.9150294485776636,0.89962802185578,4.032817949682979,0.981526311537971,0.47961858360838494,0.04655341761333623,2.324688933582858,2.0641685131476506,0.07311723419757149,0.057211397121013224,1.904308879779557,1.9981804399167078,6.774180679831226,0.14213957309012523,1.0776242260550282,0.03670722311744891,8
0,23330,4.8235004130525745,0.9075021519964215,4.027465210122577,0.9798404478896016,0.43988309420572985,0.04645382301940591,2.2787990470454766,2.058364448657733,0.07830034134913456,0.03170541967502085,1.8605506081702345,2.0569088453963653,6.2055892690906544,0.1323935247110738,1.0838808605470411,0.040339143146758974,8
1,25663,3.955013529862808,0.9787978702063735,3.9361709123950894,0.9779301555828245,0.07960158395663029,0.045013820643593605,1.8359443521766137,1.9944537698658806,0.08225695293651246,0.034640926204748075,1.7999463111667309,2.019326728279308,1.0851758606322792,0.04324119057815535,1.0879535034918806,0.04571225769143149,9
1,27996,3.94471406481199,0.9795236044732819,3.8836029171943665,0.9768258821441062,0.07689231044900827,0.04539426962758472,1.835975515929433,1.9864519654130905,0.08815783454831373,0.047284593584678944,1.7810648447376187,1.9670956483331776,1.0820767080919655,0.041986569529722954,1.095536024970747,0.04631041679291434,10
1,30329,3.927701157924785,0.9797187925068804,3.8965361744670544,0.9793049766084532,0.07605845960682037,0.04566328312580429,1.827558291057291,1.9784211212048814,0.07553171548623418,0.04262255869363829,1.821360366324247,1.9570215425248874,1.0812265897282245,0.04142598444414184,1.0811158601707695,0.03838907479692157,10
1,32662,3.9160190456482424,0.9798292580566995,3.868575258780334,0.9789121820452549,0.07549219018628012,0.04525122842823852,1.8218964613474726,1.973379164560231,0.07762545185810807,0.04118139161017992,1.7929049790915796,1.9568634366585036,1.0805723073698845,0.04111527746099785,1.082976329886382,0.04163908717058168,11
1,34995,3.9084140436382233,0.979956543125904,3.8866472426107372,0.9808203605063558,0.07487370128798013,0.04404074964838108,1.8178359261455248,1.9716636652724782,0.07092444887739938,0.042376082832530394,1.8214406648934898,1.9519060531915244,1.079887517949122,0.04085830989872328,1.0752152916801498,0.03892546150522559,11
1,37328,3.901660983569797,0.9801481074984388,3.8423530520018883,0.979437902116577,0.07402448928464231,0.043586729073218165,1.8158316756238864,1.968218088737934,0.07756100661689573,0.041593006433192956,1.7738538409693767,1.9493451997385187,1.078947320932401,0.04046875929966248,1.0832287579512327,0.03781437788359739,12
1,39661,3.8968765838740356,0.9802747804785427,3.8320775284605513,0.9806936974109167,0.07356553131913604,0.04341176532186555,1.8147677376015576,1.9651315488364878,0.07232952388141588,0.039322785370178144,1.7758055708165896,1.94461964197078,1.0784579882753331,0.04035700363116962,1.0774732967269172,0.03902558270916338,13
1,41994,3.8915442422494797,0.9803363113754368,3.8522469350847146,0.9820581283713745,0.07329883619474047,0.04302407611632099,1.8119182528716968,1.9633030761200023,0.06881013468610343,0.038813741538294796,1.796987519930985,1.947635540012586,1.0781507602745557,0.04041097757335317,1.0730776911153133,0.036906880101035065,13
1,44327,3.8877439165410683,0.980441136954518,3.8738968200602772,0.9836896016463826,0.0729176287850003,0.042736557681999104,1.8104863240157723,1.9616034050110467,0.06011500719528235,0.03798976778131673,1.8271358270766371,1.9486562261136913,1.0777386373333016,0.04022705578077947,1.0634097777122196,0.03202632028320275,13
