epoch,step,train_loss,train_acc,val_loss,val_acc,train_task,train_kl,train_recon,train_contr,val_task,val_kl,val_recon,val_contr,train_ppl,train_te,val_ppl,val_te,sav_version
0,1867,9.453945956258258,0.5922556523270324,4.99075931250447,0.8517103306901371,2.2517091600921746,0.07635125309482305,5.045498889336691,2.0803866567111107,0.6817250718372037,0.13728583017081925,2.1043610548732254,2.067387328003392,46.00049406195172,0.5443928935230273,2.0288013338326394,0.22550995048460387,1
1,3734,4.542101827354819,0.8920376036123903,4.408796303199999,0.9009159608136692,0.4543497009301607,0.051306800107682654,1.9567527820799653,2.079692545394305,0.36054782900545335,0.031517985606133336,1.9460677034927136,2.070662781445667,1.6097606586822946,0.1594670727465929,1.4475768426306401,0.12296350035588523,2
2,5601,4.307475146215487,0.9103255760960023,4.260094524634005,0.9151528440790476,0.3019439496447137,0.02943639379707038,1.9001095297187167,2.075985268851813,0.2605814572536584,0.029589434652918516,1.9138382709387578,2.056085350537541,1.362159251377276,0.10334108550935814,1.3022853180152052,0.08206992860603002,3
3,7468,4.2042311578749585,0.9167804470657475,4.163145072532423,0.9205815532050531,0.25178971368246816,0.034549049507321745,1.8480300908747624,2.069862300531074,0.23303598760053365,0.035616902822647435,1.8410774529582323,2.053414745764299,1.2923291327180746,0.08338647576545054,1.2672251004639679,0.0804351780788791,4
4,9335,4.070800980464239,0.9486582834334093,4.02041928455083,0.9724426286308469,0.16522007605462996,0.04346627955453148,1.804966302306242,2.0571483263180226,0.10547287803557184,0.08194167362620132,1.8060374151576648,2.0269672954925384,1.1847309192391269,0.06392979629374886,1.1140566459389576,0.045989772920429516,5
5,11202,3.8577226019186583,0.9740735087941752,3.811272093743989,0.9801845424486431,0.09915779911724419,0.06149956103300563,1.680232729641077,2.0168325095235438,0.07733952220896202,0.06918159947551862,1.677574346763919,1.9871766115679885,1.1069273440953584,0.04870289348110262,1.082100435801101,0.04096650992080419,6
6,13069,3.746169882275296,0.9776089965427849,3.671284870667891,0.9751459716203473,0.0854652626576173,0.0695546547446777,1.5979791228057358,1.9931708420414815,0.09645285019933274,0.07473667199262465,1.5261080415561945,1.9739873138341038,1.091478236709588,0.043704114146990033,1.1039382942467548,0.04661142550356489,7
7,14936,3.7032490546650982,0.9788308095766257,3.6869385507371693,0.9787666553163481,0.0799888085858434,0.06678101280529548,1.5703065059181196,1.9861727279332084,0.08055132930872566,0.08120144497264516,1.5558701464624116,1.9693156191796968,1.0854296834201653,0.04211543396653028,1.0863848838566266,0.04492024665494628,7
8,16803,3.663759143389542,0.979666874569749,3.6783278132929946,0.9830130796666603,0.07620506996977786,0.06690185950858489,1.5367666382999041,1.9838855734596803,0.06369022324192103,0.05844220838914014,1.586163094549468,1.9700322681003146,1.0816184820286578,0.040635648517152616,1.0676543140439396,0.032002775349385365,7
9,18670,3.639154776954753,0.9806341811146253,3.6486370948830036,0.9820365919361843,0.07207963216277144,0.05591899708480074,1.52928630320478,1.981869845129809,0.07115440095323279,0.05400958864225282,1.5593726406193742,1.964100471048644,1.0766381259011488,0.03830285687007755,1.0765624509766327,0.03344930070691549,8
