epoch,step,train_loss,train_acc,val_loss,val_acc,train_task,train_kl,train_recon,train_contr,val_task,val_kl,val_recon,val_contr,train_ppl,train_te,val_ppl,val_te,sav_version
0,1139,8.760931734875486,0.3876408840986203,3.6851003646850584,0.6158390274243207,3.2720912819478047,0.057818151662114736,5.431022307609026,2.080924895795633,1.7841633886098862,0.5469793602824211,1.3539576182762783,2.081761693954468,75.08310170111066,0.6921356235400328,6.983502649966328,0.45948393206927685,1
1,2278,2.4641438151159445,0.699369967906121,1.928271726767222,0.7368549698441134,1.3204630259309975,0.13838475751604712,1.0052960298111608,2.080738870170265,1.0396972666184108,0.05135755607237418,0.8372169156869252,2.0830191373825073,4.3063920880149436,0.35397784151839323,3.060934626530281,0.288429297386276,2
2,3417,1.8215677019689458,0.761831112198213,1.6654478788375855,0.7754852798755402,0.9101641291427026,0.03920914243687602,0.8721944302765291,2.0823359433970396,0.7831004639466603,0.032435192726552486,0.8499122227231661,2.088007378578186,2.661269120107018,0.2373375583017335,2.264836227026693,0.22116999559706613,3
3,4556,1.634893091599914,0.7805678450400685,1.5191326538721721,0.789556442584505,0.7627184428307339,0.028206945634900844,0.8439677022103158,2.0832330685524276,0.6477298195163409,0.02140939791376392,0.8499934395154317,2.080603325366974,2.2751640179294865,0.19856166444019716,1.9725811042244366,0.17595502414536981,4
4,5695,1.5171022015878042,0.7992766789627588,1.4872069011131923,0.8286400830831002,0.6567637232231194,0.02662110568741312,0.8337173721866716,2.080953698811351,0.5870632054905097,0.018369813915342093,0.8817738895614942,2.0834317604700723,1.9872039890722888,0.17634625636620085,1.845353173423504,0.13776638878871414,5
5,6834,1.2729360910232284,0.8902813037275236,1.1197471757729849,0.9379731837171386,0.41446282512805144,0.018444284704318425,0.8400289788776788,2.080437942698297,0.2651675288255016,0.014738817187026142,0.8398408318559328,2.095066714286804,1.5587423873576287,0.14689518197081924,1.3218336734474931,0.11647893150548878,6
6,7973,1.0728512454493409,0.9494796394198288,1.0403043111165364,0.9538562811001384,0.22228364124436248,0.013579062647345664,0.8369885422322079,2.083114792946873,0.20242893832425277,0.011429919488728046,0.826445442934831,2.0851358850797017,1.2700294068056657,0.12754612233028115,1.2460851040700516,0.13822155353382748,7
7,9112,1.0268578370010988,0.9601544494337304,1.1034042368332544,0.9731156067715265,0.17340653954454818,0.01177882154482802,0.8416724750564432,2.0810861833478613,0.12873288340245684,0.008517415216192602,0.9661539375782013,2.0833297689755756,1.2046460539918236,0.11987674387596357,1.1410643581585995,0.07394736131152317,7
8,10251,1.003595570234796,0.965155293189278,0.9025312761465708,0.9626389065475518,0.15318545433868433,0.009175582600821257,0.8412345327155647,2.083289074207001,0.15995542639866472,0.007185689352142314,0.7353901629646619,2.086349348227183,1.1775842710021511,0.11234888368775907,1.183382096229532,0.11808127798362401,8
9,11390,0.9788828915519815,0.9665750877491573,0.9973579555749893,0.9596320997219564,0.14475010241536362,0.007550890489192753,0.8265818965157675,2.083075890214533,0.16506598309303325,0.005786716014457246,0.8265052581826846,2.0820650537808736,1.1719764282581302,0.11390333121710888,1.2161703903853096,0.11894848550879862,8
10,12529,0.958851952632338,0.9698670107782333,0.9565413981676102,0.9719650892171646,0.1315130868961804,0.005091258047902474,0.8222476073505588,2.0815727323476843,0.11956995992610851,0.004544358708274862,0.8324270869294802,2.0848551472028096,1.1519302235140652,0.11229386148334454,1.134992185013085,0.1115843357816769,8
11,13668,0.955050730150556,0.9711802688841391,1.0281966924667358,0.9714867216769191,0.12495339943032263,0.0036803525433032605,0.8264169756705767,2.080777057123561,0.12240247027948499,0.003078890242613852,0.9027153258522351,2.0895340482393903,1.1430371117504432,0.10687028554921316,1.1359628177886867,0.11012744127162653,8
12,14807,0.9354896397052678,0.9711456690896685,0.9583763738473257,0.9792522460337139,0.1229964390522175,0.003947751095749052,0.8085454497502707,2.0835900724300487,0.08905779244378209,0.0046886692754924296,0.8646299158533414,2.0914764722188313,1.1431651907935079,0.10953864284695103,1.0952925748270415,0.102658223375427,8
13,15946,0.9203441520340093,0.9718826176529036,0.9705995947122574,0.9782350928428386,0.12213445942574185,0.0061453132477447495,0.7920643793741164,2.0822079328197045,0.09801548533141613,0.006181403847100834,0.8664027005434036,2.0830488721529643,1.1409137531785096,0.10842954003966138,1.1064538147532594,0.07302450808016088,8
14,17085,0.9090528575289762,0.9720165678974878,0.8810582811633746,0.975030228342819,0.12191270465355063,0.006933676226913301,0.7802064766922575,2.0824164254713518,0.10152624376739065,0.0073201263323426245,0.7722119087974231,2.0891731142997743,1.1414417872118798,0.10240046864039437,1.1105434652631725,0.11167865348581493,9
15,18224,0.8918243047173762,0.9724231398506288,0.8894126251339912,0.9711784667632639,0.1175274403583458,0.007779402298774305,0.7665174616283236,2.0828328411028614,0.12490569699245195,0.007336638285778463,0.7571702902515729,2.0821177919705707,1.1351156360414076,0.10868321397319991,1.1415581823870011,0.08435575144765035,9
16,19363,0.8887863231134373,0.9726906817659213,0.849459075431029,0.9698935531616875,0.11563912602599392,0.008748135328108054,0.7643990620015692,2.083459974172557,0.1204025190944473,0.009148627042304725,0.7199079329768817,2.0844211240609485,1.1309363235469467,0.10507753870329999,1.1366585489092824,0.11061259597113902,10
17,20502,0.8720541507973809,0.9723570376131415,0.9000898326436678,0.9744634690326189,0.1165015779785596,0.009358853143022525,0.7461937197972223,2.082686847191929,0.11557600456289947,0.009130424602578084,0.7753834093610446,2.0785372257232666,1.1335763306651772,0.10645583479700656,1.1333600301444484,0.08177730670067004,10
18,21641,0.877012096548206,0.9730480964412586,0.8626733054717381,0.9705342789021244,0.11405589254826465,0.01001901136072642,0.7529371924260083,2.0798288691556692,0.12380088885935644,0.010972219123505055,0.7279001886645953,2.086082088947296,1.1453932808634655,0.1022174066151658,1.1375917568514242,0.09963378684077201,10
19,22780,0.8693942685887099,0.9723814944201623,0.8982991889119148,0.9737883746696367,0.1150836747309767,0.010302821025448583,0.7440077740571497,2.0803359134664023,0.10901499378184477,0.011151314720821877,0.778132883210977,2.0778090516726175,1.1343930951305807,0.10379617198639424,1.1236179527031667,0.11394195144649408,10
20,23919,0.8544740614083066,0.9732596643391954,0.8615891516208649,0.9707561354445365,0.11064102554050315,0.010865378434564575,0.7329676572406784,2.081817856998795,0.12379856913660964,0.010631532470385233,0.7271590538322925,2.0816777030626934,1.1257804470963542,0.10575950046344096,1.1470454014768878,0.10661844388407588,10
21,25058,0.8605820852952426,0.9705932300288997,0.8534944579005241,0.9758968951325669,0.12199042809540872,0.01051504482638624,0.7280766118425774,2.079880874967031,0.10357488721298674,0.011440553197947642,0.7384790197014809,2.076910368601481,1.1451431759423825,0.10489488012054919,1.1160395028757433,0.10045133451545803,10
22,26197,0.8654872272964943,0.9738168200560037,0.8807233492533366,0.9735763994146952,0.10800243306416885,0.011327781102066505,0.746157013592854,2.0818906885369812,0.11377056166529656,0.011011365490655104,0.7559414257605871,2.0801406661669413,1.1225655282621678,0.10122823606253249,1.1270548770636826,0.08862763609971647,10
23,27336,0.862072797225587,0.9749577287497772,0.8495847687125206,0.9709743598934533,0.10374241494114227,0.01158705572299234,0.7467433272013023,2.082438228316638,0.1197383975998188,0.010952350691271324,0.7188940276702245,2.081011680761973,1.1169939009640777,0.10037945661462135,1.1399599112625163,0.09255264272630238,10
24,28475,0.8497329436968668,0.9745077359776378,0.8292435353000959,0.9693221478765207,0.10760770645053915,0.011520895310755267,0.7306043419846324,2.0818907225519236,0.14180466507871944,0.012619921169243754,0.6748189476629098,2.0791807492574055,1.1281544163645347,0.0997518068465013,1.2075796196433644,0.10180606846039483,11
25,29614,0.8652753705409035,0.9746869804846255,0.878782320022583,0.9746107898050499,0.10322478109000936,0.011443271679653278,0.7506073173904126,2.083182821261244,0.10787944244220853,0.011502580732728045,0.7594003026684125,2.086135383447011,1.1174749271143047,0.10287952044248859,1.1261788708269305,0.10173709625803552,11
26,30753,0.8573385364293424,0.9762761452284524,0.8791043063004812,0.9740009014484389,0.09757690145319313,0.011381461445112975,0.7483801733280505,2.0807975747273404,0.11015659674691657,0.010853474874359866,0.7580942389865716,2.0836223284403483,1.109144778468985,0.09910266510347841,1.1282465048326358,0.09286003450153742,11
27,31892,0.8557936184965172,0.9759283519541555,0.7960149000088373,0.9736975639639519,0.09755696005313032,0.011097423785837912,0.7471392337066024,2.081484199093558,0.10460053031953673,0.01165363610877345,0.6797607332468033,2.0849534074465432,1.1089922440029911,0.0988094642216009,1.1148856302140908,0.10008440730166601,12
28,33031,0.86123657111435,0.9739626555928644,0.9145084778467815,0.9733670926479572,0.10577707646800576,0.011710815792134698,0.7437486804504997,2.08074261788426,0.10656118671953058,0.0111676570881779,0.7967796308298906,2.0894193251927695,1.129049068019196,0.1021748233564359,1.1228659688986176,0.09355291534566677,12
29,34170,0.857487128610879,0.9753649532698865,0.8866359129548073,0.9714727737728733,0.09834183283585655,0.011581219971928946,0.7475640760690523,2.0810405628214395,0.12796751101656506,0.011546786098430553,0.7471216149628163,2.0857721010843915,1.1124216869922483,0.1039368391172859,1.1685310438135645,0.09652862023550779,12
30,35309,0.8551843183620443,0.9767795984260247,0.8378570333123208,0.9769952328623721,0.09232911620169708,0.011780939377677529,0.7510742637491519,2.083433954835043,0.10226551835269977,0.011190509206304948,0.7244010115663211,2.0809784173965453,1.1019809822033766,0.09503558330429034,1.1118504920591326,0.09681180294114142,12
31,36448,0.8522226033606375,0.9752709504293301,0.8739650721351305,0.9690457175614069,0.09738005964511465,0.011572321499121409,0.7432702227550394,2.080758470521882,0.11891932374176879,0.011890521117796501,0.7431552238762379,2.0841320315996805,1.1102100666906,0.10123654462323621,1.1409114016437374,0.09873996328606148,12
32,37587,0.8604085553990214,0.975730177381083,0.8685423761606217,0.9742454936887388,0.09662010776381073,0.01162444807211292,0.7521640004245098,2.082014824969398,0.12130830454019209,0.010753831841672461,0.7364802415172259,2.0844525853792826,1.1094615089516078,0.09754820140330764,1.2181385172332542,0.09905123353104488,12
