epoch,step,train_loss,train_acc,val_loss,val_acc,train_ppl,train_te,val_ppl,val_te,sav_version
35,45000,1.630410399187099e-08,0.9473799946941753,5.530029983531748e-09,0.947316552761633,2.644069269011919,4.487757683461923e-06,3.068479844431012,4.232622714655951e-06,8
36,46250,1.6475746717503627e-08,0.9473736214765673,4.9633668207121896e-09,0.9472350825739799,2.633665421737163,4.519289031857091e-06,3.091334267663389,4.262372380218036e-06,8
37,47500,1.6422428499396346e-08,0.9471914896362655,5.06357711777955e-09,0.9468670901433935,2.641718077667982,4.535572316595183e-06,3.1342973937349656,4.385948513861605e-06,8
38,48750,1.661151024379137e-08,0.9474013416166668,6.795161720360432e-09,0.9469219799117674,2.6366193610134827,4.565265016695176e-06,3.1281677013165377,4.354183674026205e-06,8
39,50000,1.653560746959215e-08,0.9469895403044504,6.067891995863162e-09,0.947413207008373,2.654478268982582,4.577779303571748e-06,3.061902078707474,4.398607235911477e-06,8
40,51250,1.6681173168109353e-08,0.9475822467551225,5.917157452905997e-09,0.9475149063109924,2.6243847540434637,4.58843403508823e-06,3.0629608986634764,4.341956761679391e-06,8
41,52500,1.6569996539317343e-08,0.9475182997513343,5.997437449592468e-09,0.9472064778481692,2.6249852199756956,4.583416341910607e-06,3.0996502300075393,4.357821191065651e-06,8
42,53750,1.6513837809029043e-08,0.9467589203646645,6.666685783723869e-09,0.9473276928296266,2.671515950373254,4.596399840957182e-06,3.08825456402105,4.3359096179329084e-06,8
43,55000,1.659779654517024e-08,0.94731025519463,5.950056416693938e-09,0.9469163726504809,2.638287341468424,4.602363250238194e-06,3.1729040623586817,4.41388338462954e-06,8
44,56250,1.6556236262488256e-08,0.9471820024472196,6.041349303022303e-09,0.9477079738961607,2.647283712082265,4.612148383549414e-06,3.051436670877738,4.397003929408096e-06,8
45,57500,1.6579263215277252e-08,0.9470950558525139,6.302515407764775e-09,0.9473076829855612,2.650720989864876,4.614958407118497e-06,3.0885265853089496,4.395019197172785e-06,8
46,58750,1.6711883531428385e-08,0.9474505062832088,6.509362130573127e-09,0.9471685368475055,2.6299423295477973,4.613998573899994e-06,3.1302146606823715,4.387862966421423e-06,8
47,60000,1.6632767690083482e-08,0.9468846334667363,6.377696417743384e-09,0.9476311748205242,2.6611299698421385,4.625894985310382e-06,3.0676743114934646,4.411640281656692e-06,8
48,61250,1.6866599482767698e-08,0.9475095447792535,6.499559969171121e-09,0.9476869685031984,2.6238682692118855,4.634637775225201e-06,3.085952853629873,4.408792368242832e-06,8
49,62500,1.6692418882513492e-08,0.9470323702505659,6.534624255662147e-09,0.9479667516440402,2.6501653283967075,4.634389782748101e-06,3.050677024183505,4.408659533383462e-06,8
